"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"HP","14-CK0132TU","INTEL","14""","LINUX","16GB","NVIDIA","1280 x 720","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0132tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-black_11406323/103449092.html"
"HP","14-BW096TU","ARM","17""","WINDOWS","12GB","AMD","7680 x 4320","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw096tu-14-amd-a4-9120-4gb-500gb-amd-radeon-r3-graphics-win-10-black_10205093/100452921.html"
"HP","14-CK0009TU","INTEL","17""","LINUX","12GB","AMD","2560 x 1440","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0009tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-grey_11474304/103553303.html"
"HP","14-CK0132TU","ARM","15.4""","LINUX","16GB","INTEL","2560 x 1440","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0132tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-black_11406323/103449092.html"
"HP","14-CM0101AU","ARM","13""","LINUX","12GB","INTEL","7680 x 4320","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-5mx72pa-ar6-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black_11211377/102825184.html"
"HP","14","ARM","15.4""","WINDOWS","4GB","ARM","1280 x 720","270.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-5hj74pa-ar6-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver_11211373/102825178.html"
"HP","14-CM0071AU","INTEL","17""","LINUX","4GB","INTEL","7680 x 4320","277.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0071au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-black_11992838/104419080.html"
"HP","14-CM0071AU","INTEL","15.6""","LINUX","16GB","ARM","2560 x 1440","277.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0071au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-black_11992838/104419080.html"
"HP","14-CM0071AU","ARM","13""","WINDOWS","12GB","AMD","3840 x 2160","277.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0071au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-black_11992838/104419080.html"
"HP","14-CM0071AU","ARM","15.6""","WINDOWS","4GB","INTEL","3840 x 2160","277.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0071au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-black_11992838/104419080.html"
"HP","14-CM0071AU","NVIDIA","14""","LINUX","8GB","INTEL","2560 x 1440","277.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0071au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-black_11992838/104419080.html"
"HP","14-CK0013TU","NVIDIA","13""","LINUX","32GB","NVIDIA","2560 x 1440","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0013tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-silver_11474322/103553335.html"
"HP","14-CK0009TU","NVIDIA","15.6""","LINUX","16GB","NVIDIA","7680 x 4320","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0009tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-grey_11474304/103553303.html"
"HP","14-CK0132TU","NVIDIA","17""","LINUX","12GB","AMD","1280 x 720","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0132tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-black_11406323/103449092.html"
"HP","114-CK0010TU","ARM","14""","LINUX","8GB","INTEL","7680 x 4320","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-114-ck0010tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-red_11474315/103553319.html"
"HP","14-CK0011TU","NVIDIA","14""","LINUX","12GB","NVIDIA","7680 x 4320","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0011tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-gold_11474328/103553347.html"
"HP","114-CK0010TU","NVIDIA","14""","WINDOWS","4GB","NVIDIA","1920 x 1080","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-114-ck0010tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-red_11474315/103553319.html"
"HP","14-CK0013TU","NVIDIA","15.6""","LINUX","4GB","NVIDIA","1920 x 1080","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0013tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-silver_11474322/103553335.html"
"HP","14-CK0011TU","NVIDIA","17""","LINUX","12GB","AMD","1280 x 720","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0011tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-gold_11474328/103553347.html"
"HP","114-CK0010TU","NVIDIA","15.4""","LINUX","8GB","ARM","7680 x 4320","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-114-ck0010tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-red_11474315/103553319.html"
"HP","14-CK0011TU","ARM","15.4""","LINUX","8GB","ARM","1280 x 720","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0011tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-gold_11474328/103553347.html"
"HP","14-CK0013TU","INTEL","17""","LINUX","4GB","AMD","3840 x 2160","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0013tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-silver_11474322/103553335.html"
"HP","114-CK0010TU","INTEL","13""","WINDOWS","4GB","INTEL","1280 x 720","281.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-114-ck0010tu-14-intel-celeron-n4000-4gb-1tb-integrated-graphics-win-10-home-red_11474315/103553319.html"
"HP","14-CM0101AU","ARM","17""","LINUX","32GB","INTEL","1280 x 720","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-5mx72pa-ar6-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black_11211377/102825184.html"
"HP","14-BS755TU","INTEL","15.6""","WINDOWS","8GB","ARM","1280 x 720","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white_10919592/101950572.html"
"HP","14-CM0101AU","ARM","17""","LINUX","8GB","INTEL","7680 x 4320","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-5mx72pa-ar6-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black_11211377/102825184.html"
"HP","14-BS753TU","NVIDIA","17""","LINUX","8GB","AMD","1920 x 1080","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs753tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-gold_10919480/101950259.html"
"HP","14-CM0101AU","INTEL","15.6""","LINUX","16GB","ARM","7680 x 4320","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-5mx72pa-ar6-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black_11211377/102825184.html"
"HP","14-CM0101AU","NVIDIA","14""","LINUX","4GB","NVIDIA","7680 x 4320","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black_10935774/101995316.html"
"HP","14","INTEL","17""","WINDOWS","32GB","NVIDIA","7680 x 4320","284.92","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-5hj74pa-ar6-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver_11211373/102825178.html"
"HP","14-BS751TU","INTEL","17""","LINUX","32GB","NVIDIA","1280 x 720","285.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black_10919412/101950087.html"
"HP","14-BS751TU","NVIDIA","13""","WINDOWS","8GB","AMD","1920 x 1080","285.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black_10919412/101950087.html"
"HP","14-BS751TU","ARM","13""","LINUX","12GB","ARM","3840 x 2160","285.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black_10919412/101950087.html"
"HP","14-BS751TU","INTEL","13""","LINUX","12GB","NVIDIA","7680 x 4320","285.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black_10919412/101950087.html"
"HP","14-BS751TU","NVIDIA","17""","WINDOWS","32GB","NVIDIA","2560 x 1440","285.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black_10919412/101950087.html"
"HP","14-BS752TU","NVIDIA","13""","WINDOWS","8GB","NVIDIA","7680 x 4320","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver_10919463/101950214.html"
"HP","14-BS752TU","NVIDIA","17""","WINDOWS","4GB","AMD","1280 x 720","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver_10919463/101950214.html"
"HP","14-BS753TU","INTEL","15.6""","WINDOWS","16GB","INTEL","7680 x 4320","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs753tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-gold_10919480/101950259.html"
"HP","14-BS752TU","NVIDIA","13""","LINUX","16GB","INTEL","3840 x 2160","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver_10919463/101950214.html"
"HP","14-BS753TU","ARM","17""","LINUX","12GB","INTEL","7680 x 4320","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs753tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-gold_10919480/101950259.html"
"HP","14-BS755TU","NVIDIA","13""","WINDOWS","16GB","ARM","7680 x 4320","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white_10919592/101950572.html"
"HP","14-BS755TU","NVIDIA","17""","LINUX","16GB","AMD","2560 x 1440","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white_10919592/101950572.html"
"HP","14-BS754TU","NVIDIA","15.6""","WINDOWS","16GB","AMD","2560 x 1440","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey_10919588/101950562.html"
"HP","14-BS753TU","INTEL","14""","WINDOWS","12GB","INTEL","1920 x 1080","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs753tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-gold_10919480/101950259.html"
"HP","14-BS752TU","INTEL","14""","LINUX","12GB","ARM","2560 x 1440","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver_10919463/101950214.html"
"HP","14-BS755TU","INTEL","14""","LINUX","16GB","NVIDIA","1920 x 1080","289.31","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white_10919592/101950572.html"
"HP","14-BW017AU","ARM","13""","WINDOWS","32GB","ARM","7680 x 4320","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437292/100964929.html"
"HP","14-BW017AU","INTEL","15.6""","LINUX","32GB","NVIDIA","1280 x 720","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437292/100964929.html"
"HP","14-BW017AU","NVIDIA","14""","LINUX","16GB","INTEL","2560 x 1440","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437292/100964929.html"
"HP","14-BW017AU","INTEL","14""","WINDOWS","32GB","AMD","3840 x 2160","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437291/100964926.html"
"HP","14-BW017AU","ARM","17""","WINDOWS","12GB","AMD","7680 x 4320","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437291/100964926.html"
"HP","14-BW017AU","ARM","15.6""","LINUX","16GB","INTEL","1920 x 1080","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437292/100964929.html"
"HP","14-BW017AU","ARM","15.4""","WINDOWS","32GB","NVIDIA","1280 x 720","299.54","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bw017au-14-amd-a9-9420-4gb-500gb-integrated-hd-graphics-dos-gray_10437291/100964926.html"
"HP","14-CM0101AU","NVIDIA","15.6""","LINUX","16GB","AMD","3840 x 2160","309.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-hdd-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_11649543/103811101.html"
"HP","14-CM0101AU","NVIDIA","17""","LINUX","4GB","INTEL","3840 x 2160","309.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-hdd-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_11649543/103811101.html"
"HP","14-CM0101AU","INTEL","15.6""","LINUX","32GB","NVIDIA","3840 x 2160","309.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-hdd-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_11649543/103811101.html"
"HP","14-CM0101AU","ARM","15.4""","WINDOWS","32GB","ARM","1920 x 1080","309.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-hdd-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_11649543/103811101.html"
"HP","14-CM0101AU","NVIDIA","17""","LINUX","8GB","ARM","2560 x 1440","309.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-hdd-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_11649543/103811101.html"
"HP","14-CM0094AU","ARM","15.6""","WINDOWS","16GB","INTEL","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0094au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-gold-microsoft-office-365-personal_11649549/103811109.html"
"HP","14-CM0095AU","INTEL","14""","LINUX","12GB","AMD","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0095au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-silver-microsoft-office-365-personal_11704793/103879154.html"
"HP","14-CM0095AU","ARM","15.4""","WINDOWS","16GB","NVIDIA","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0095au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-silver-microsoft-office-365-personal_11704793/103879154.html"
"HP","14-CM0094AU","NVIDIA","13""","LINUX","12GB","INTEL","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0094au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-gold-microsoft-office-365-personal_11649549/103811109.html"
"HP","JOY","NVIDIA","14""","WINDOWS","4GB","ARM","2560 x 1440","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-joy-2-14-cm0091au-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver-microsoft-office-365-personal_11649534/103811087.html"
"HP","JOY","INTEL","15.6""","WINDOWS","4GB","AMD","3840 x 2160","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-joy-2-14-cm0091au-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver-microsoft-office-365-personal_11649534/103811087.html"
"HP","14-CM0095AU","INTEL","15.4""","LINUX","4GB","NVIDIA","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0095au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-silver-microsoft-office-365-personal_11704793/103879154.html"
"HP","14-CM0094AU","NVIDIA","15.6""","WINDOWS","32GB","INTEL","1920 x 1080","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0094au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-gold-microsoft-office-365-personal_11649549/103811109.html"
"HP","JOY","INTEL","15.4""","WINDOWS","4GB","ARM","7680 x 4320","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-joy-2-14-cm0091au-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver-microsoft-office-365-personal_11649534/103811087.html"
"HP","14-CM0095AU","NVIDIA","14""","WINDOWS","32GB","INTEL","3840 x 2160","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0095au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-silver-microsoft-office-365-personal_11704793/103879154.html"
"HP","14-CM0094AU","INTEL","17""","LINUX","8GB","AMD","1920 x 1080","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0094au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-gold-microsoft-office-365-personal_11649549/103811109.html"
"HP","14-CM0095AU","NVIDIA","15.6""","LINUX","8GB","ARM","1280 x 720","316.34","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0095au-14-hd-amd-e2-9000e-4gb-1tb-amd-radeon-graphics-win-10-home-silver-microsoft-office-365-personal_11704793/103879154.html"
"HP","LAPTOP","ARM","15.4""","WINDOWS","16GB","INTEL","1280 x 720","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0011tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-gold-microsoft-office-365-personal_11704876/103879413.html"
"HP","LAPTOP","ARM","13""","LINUX","16GB","INTEL","3840 x 2160","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0011tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-gold-microsoft-office-365-personal_11704876/103879413.html"
"HP","LAPTOP","INTEL","14""","LINUX","16GB","AMD","3840 x 2160","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0132tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-black-microsoft-office-365-personal_11650200/103811962.html"
"HP","LAPTOP","ARM","15.4""","LINUX","12GB","NVIDIA","1920 x 1080","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0009tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-grey-microsoft-office-365-personal_11704750/103878988.html"
"HP","LAPTOP","INTEL","13""","LINUX","32GB","NVIDIA","2560 x 1440","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0010tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-red-microsoft-office-365-personal_11704847/103879297.html"
"HP","LAPTOP","ARM","17""","WINDOWS","12GB","INTEL","3840 x 2160","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0009tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-grey-microsoft-office-365-personal_11704750/103878988.html"
"HP","LAPTOP","ARM","17""","LINUX","32GB","NVIDIA","1920 x 1080","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0009tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-grey-microsoft-office-365-personal_11704750/103878988.html"
